"  DateTime","Temp.[C]"
"2020/9/21 11:11:41","+34.5010"
"2020/9/21 11:12:01","+34.5010"
"2020/9/21 11:12:21","+34.4387"
"2020/9/21 11:12:41","+34.5010"
"2020/9/21 11:13:01","+34.5634"
"2020/9/21 11:13:21","+34.5634"
"2020/9/21 11:13:41","+34.6257"
"2020/9/21 11:14:01","+34.6257"
"2020/9/21 11:14:21","+34.6257"
"2020/9/21 11:14:41","+34.6881"
"2020/9/21 11:15:01","+34.6881"
"2020/9/21 11:15:21","+34.6881"
"2020/9/21 11:15:41","+34.6257"
"2020/9/21 11:16:01","+34.5634"
"2020/9/21 11:16:21","+34.5634"
"2020/9/21 11:16:41","+34.5010"
"2020/9/21 11:17:01","+34.5010"
"2020/9/21 11:17:21","+34.5010"
"2020/9/21 11:17:41","+34.5010"
"2020/9/21 11:18:01","+34.5010"
"2020/9/21 11:18:21","+34.4387"
"2020/9/21 11:18:41","+34.4387"
"2020/9/21 11:19:01","+34.4387"
"2020/9/21 11:19:21","+34.3763"
